model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V14,"[0, 0.8, 1]",1.5928709381362691,"[91.12238427393787, 8.877615726062144]","[92.65822784810128, 7.341772151898734]","[68.96311760612387, 80.71428571428572]","[70.21857923497268, 82.75862068965517]"
V14,"[0, 0.85, 1]",2.018050750899023,"[93.53202282815472, 6.467977171845275]","[94.68354430379748, 5.3164556962025316]","[69.28813559322033, 80.3921568627451]","[70.85561497326202, 76.19047619047619]"
V14,"[0, 0.9, 1]",1.5775929279114347,"[94.2295497780596, 5.7704502219403935]","[95.44303797468355, 4.556962025316456]","[69.38088829071333, 80.21978021978022]","[70.82228116710876, 77.77777777777779]"
V15,"[0, 0.45, 1]",1.539357921946614,"[62.84083703233989, 37.159162967660116]","[61.01265822784811, 38.9873417721519]","[70.53481331987891, 69.11262798634812]","[71.36929460580913, 70.77922077922078]"
V15,"[0, 0.5, 1]",1.3299425962455231,"[64.67977171845276, 35.32022828154724]","[63.29113924050633, 36.708860759493675]","[70.3921568627451, 69.29982046678636]","[71.2, 71.03448275862068]"
V15,"[0, 0.55, 1]",1.1730572550051974,"[66.20164870006342, 33.79835129993659]","[65.31645569620254, 34.68354430379747]","[70.49808429118774, 69.04315196998124]","[70.93023255813954, 71.53284671532847]"
V15,"[0, 0.6, 1]",1.4216172703538072,"[68.29422954977807, 31.705770450221944]","[67.59493670886076, 32.40506329113924]","[70.28783658310121, 69.39999999999999]","[70.0374531835206, 73.4375]"
V15,"[0, 0.65, 1]",1.571141243462673,"[70.06975269499048, 29.930247305009512]","[69.62025316455697, 30.37974683544304]","[70.31674208144797, 69.27966101694916]","[69.81818181818183, 74.16666666666667]"
V15,"[0, 0.7, 1]",1.1539643483812068,"[71.9720989220038, 28.027901077996198]","[71.39240506329114, 28.607594936708864]","[70.22026431718061, 69.45701357466064]","[70.56737588652481, 72.56637168141593]"
V15,"[0, 0.75, 1]",1.0451710774208296,"[74.12809131261889, 25.8719086873811]","[74.17721518987341, 25.82278481012658]","[70.48759623609922, 68.62745098039215]","[70.64846416382252, 72.54901960784314]"
V15,"[0, 0.8, 1]",0.8075607682494379,"[75.33291058972733, 24.66708941027267]","[75.44303797468355, 24.556962025316455]","[70.37037037037037, 68.89460154241645]","[71.14093959731544, 71.1340206185567]"
V15,"[0, 0.85, 1]",0.8650431039287465,"[79.58148383005708, 20.41851616994293]","[79.24050632911393, 20.759493670886076]","[70.59760956175299, 67.70186335403726]","[71.56549520766772, 69.51219512195121]"
V15,"[0, 0.9, 1]",1.634385884391932,"[83.83005707038681, 16.16994292961319]","[82.27848101265823, 17.72151898734177]","[70.49924357034796, 67.45098039215686]","[71.38461538461539, 70.0]"
V16,"[0, 0.45, 1]",2.9314106538561315,"[41.85161699429296, 58.14838300570704]","[42.78481012658228, 57.21518987341773]","[70.15151515151516, 69.90185387131952]","[76.92307692307693, 66.8141592920354]"
V16,"[0, 0.5, 1]",2.6051946399447914,"[42.99302473050095, 57.00697526949905]","[43.54430379746835, 56.45569620253165]","[70.35398230088495, 69.74416017797553]","[76.74418604651163, 66.81614349775785]"
V16,"[0, 0.55, 1]",2.4761530259700297,"[44.0710209258085, 55.928979074191496]","[44.050632911392405, 55.949367088607595]","[70.35971223021583, 69.72789115646259]","[77.01149425287356, 66.51583710407239]"
V16,"[0, 0.6, 1]",2.3180344392215506,"[45.0856055802156, 54.914394419784394]","[44.81012658227848, 55.18987341772152]","[70.32348804500702, 69.7459584295612]","[76.27118644067797, 66.97247706422019]"
V16,"[0, 0.65, 1]",2.222613299161033,"[46.036778693722255, 53.963221306277745]","[45.822784810126585, 54.177215189873415]","[70.52341597796143, 69.56521739130434]","[76.24309392265194, 66.82242990654206]"
V16,"[0, 0.7, 1]",2.2056304806315143,"[47.05136334812936, 52.94863665187064]","[46.835443037974684, 53.16455696202531]","[70.61994609164421, 69.46107784431138]","[76.21621621621621, 66.66666666666666]"
V16,"[0, 0.75, 1]",2.38995878120412,"[48.38300570703868, 51.616994292961316]","[48.10126582278481, 51.89873417721519]","[70.51114023591087, 69.53316953316954]","[76.31578947368422, 66.34146341463415]"
V16,"[0, 0.8, 1]",2.693470713791058,"[49.714648065948005, 50.285351934052]","[49.11392405063291, 50.8860759493671]","[70.79081632653062, 69.23076923076923]","[76.80412371134021, 65.67164179104478]"
V16,"[0, 0.85, 1]",2.6745079587178573,"[52.82181357006975, 47.17818642993025]","[52.911392405063296, 47.08860759493671]","[71.42857142857143, 68.41397849462365]","[77.51196172248804, 63.97849462365591]"
V16,"[0, 0.9, 1]",2.8682810712025315,"[55.23145212428662, 44.76854787571338]","[56.20253164556962, 43.79746835443038]","[71.29735935706086, 68.41359773371106]","[76.57657657657657, 64.16184971098265]"
V17,"[0, 0.45, 1]",4.671074092655601,"[32.84717818642993, 67.15282181357007]","[36.20253164556962, 63.79746835443038]","[71.62162162162163, 69.21624173748819]","[65.03496503496503, 74.60317460317461]"
V17,"[0, 0.5, 1]",5.295284528320087,"[36.651870640456565, 63.348129359543435]","[41.01265822784811, 58.9873417721519]","[71.10726643598616, 69.36936936936937]","[64.81481481481481, 75.53648068669528]"
V17,"[0, 0.55, 1]",3.2388895078784987,"[51.363348129359544, 48.636651870640456]","[52.65822784810127, 47.34177215189874]","[68.64197530864197, 71.4471968709257]","[64.90384615384616, 78.07486631016043]"
V17,"[0, 0.6, 1]",2.302358349704706,"[62.20672162333545, 37.79327837666455]","[63.29113924050633, 36.708860759493675]","[67.78797145769623, 73.65771812080537]","[66.4, 79.3103448275862]"
V17,"[0, 0.65, 1]",1.8867727363241595,"[70.64045656309447, 29.359543436905515]","[68.35443037974683, 31.645569620253166]","[68.04308797127469, 74.73002159827213]","[68.14814814814815, 77.60000000000001]"
V17,"[0, 0.7, 1]",2.213742956616046,"[76.22067216233354, 23.779327837666457]","[72.40506329113924, 27.59493670886076]","[68.38602329450914, 75.2]","[69.58041958041959, 75.22935779816514]"
V17,"[0, 0.75, 1]",1.1975878134671056,"[79.13760304375397, 20.862396956246037]","[77.72151898734178, 22.278481012658226]","[68.91025641025641, 74.16413373860182]","[70.03257328990227, 75.0]"
V17,"[0, 0.8, 1]",1.2327914289489517,"[82.43500317057705, 17.564996829422956]","[82.53164556962025, 17.468354430379744]","[68.84615384615384, 75.45126353790613]","[69.32515337423312, 79.71014492753623]"
V17,"[0, 0.85, 1]",1.1918916344951516,"[88.39568801521877, 11.60431198478123]","[88.60759493670885, 11.39240506329114]","[69.15351506456241, 76.50273224043715]","[70.0, 80.0]"
V17,"[0, 0.9, 1]",3.934886332915511,"[93.27837666455295, 6.721623335447051]","[94.9367088607595, 5.063291139240507]","[69.40856560163155, 78.30188679245283]","[70.13333333333334, 90.0]"
V18,"[0, 0.45, 1]",1.8192546148544917,"[45.0856055802156, 54.914394419784394]","[45.063291139240505, 54.936708860759495]","[65.68213783403657, 73.55658198614319]","[70.78651685393258, 71.42857142857143]"
V18,"[0, 0.5, 1]",2.2190973860829093,"[49.90488268864933, 50.09511731135067]","[48.860759493670884, 51.13924050632911]","[65.94663278271918, 74.0506329113924]","[70.46632124352331, 71.78217821782178]"
V18,"[0, 0.55, 1]",3.029666059945372,"[53.202282815472415, 46.797717184527585]","[50.8860759493671, 49.11392405063291]","[66.507747318236, 73.98373983739837]","[71.14427860696517, 71.1340206185567]"
V18,"[0, 0.6, 1]",3.0502664332668505,"[55.99239061509195, 44.00760938490805]","[52.911392405063296, 47.08860759493671]","[67.04416761041902, 73.77521613832853]","[70.81339712918661, 71.50537634408603]"
V18,"[0, 0.65, 1]",3.3304509376727154,"[58.33861762840837, 41.661382371591635]","[55.44303797468354, 44.55696202531645]","[66.95652173913044, 74.27701674277016]","[71.23287671232876, 71.02272727272727]"
V18,"[0, 0.7, 1]",3.1454335581876194,"[59.797083069118585, 40.20291693088142]","[57.21518987341773, 42.78481012658228]","[66.70201484623541, 74.9211356466877]","[70.79646017699115, 71.59763313609467]"
V18,"[0, 0.75, 1]",3.3117030667700167,"[61.1287254280279, 38.871274571972094]","[58.734177215189874, 41.265822784810126]","[66.70124481327801, 75.20391517128874]","[71.12068965517241, 71.16564417177914]"
V18,"[0, 0.8, 1]",4.004124115370484,"[63.91883322764743, 36.08116677235257]","[60.50632911392405, 39.49367088607595]","[67.06349206349206, 75.21968365553603]","[71.54811715481172, 70.51282051282051]"
V18,"[0, 0.85, 1]",4.616051608469489,"[68.3576410906785, 31.642358909321494]","[63.79746835443038, 36.20253164556962]","[67.99628942486086, 74.34869739478958]","[72.22222222222221, 69.23076923076923]"
V18,"[0, 0.9, 1]",4.046780015321774,"[70.00634115409005, 29.993658845909955]","[66.07594936708861, 33.92405063291139]","[68.29710144927536, 73.99577167019028]","[72.03065134099617, 69.40298507462687]"
V19,"[0, 0.45, 1]",0.8684206881314089,"[92.89790741915029, 7.102092580849714]","[92.40506329113924, 7.59493670886076]","[69.35153583617748, 78.57142857142857]","[70.41095890410959, 80.0]"
V19,"[0, 0.5, 1]",0.45447207563755265,"[93.15155358275206, 6.8484464172479385]","[92.91139240506328, 7.088607594936709]","[69.36691626957113, 78.70370370370371]","[70.57220708446866, 78.57142857142857]"
V19,"[0, 0.55, 1]",0.46458827345964826,"[93.2149651236525, 6.7850348763474955]","[92.91139240506328, 7.088607594936709]","[69.38775510204081, 78.50467289719626]","[70.57220708446866, 78.57142857142857]"
V19,"[0, 0.6, 1]",0.942950422413138,"[93.59543436905517, 6.404565630944832]","[92.91139240506328, 7.088607594936709]","[69.51219512195121, 77.22772277227723]","[70.57220708446866, 78.57142857142857]"
V19,"[0, 0.65, 1]",0.958686290540405,"[93.7856689917565, 6.214331008243501]","[92.91139240506328, 7.088607594936709]","[69.50642325895876, 77.55102040816327]","[70.57220708446866, 78.57142857142857]"
V19,"[0, 0.7, 1]",0.836289336209288,"[94.10272669625871, 5.897273303741281]","[93.16455696202532, 6.8354430379746836]","[69.54177897574124, 77.41935483870968]","[70.65217391304348, 77.77777777777779]"
V19,"[0, 0.75, 1]",1.1425743593230808,"[94.48319594166138, 5.516804058338617]","[93.41772151898734, 6.582278481012659]","[69.53020134228188, 78.16091954022988]","[70.73170731707317, 76.92307692307693]"
V19,"[0, 0.8, 1]",1.0666768051277078,"[94.8002536461636, 5.199746353836398]","[93.67088607594937, 6.329113924050633]","[69.63210702341136, 76.82926829268293]","[70.8108108108108, 76.0]"
V19,"[0, 0.85, 1]",1.5211784165286342,"[95.05389980976537, 4.946100190234623]","[94.17721518987342, 5.822784810126582]","[69.64643095396931, 76.92307692307693]","[70.96774193548387, 73.91304347826086]"
V19,"[0, 0.9, 1]",3.1338514242678848,"[97.14648065948003, 2.8535193405199744]","[95.9493670886076, 4.050632911392405]","[69.9738903394256, 71.11111111111111]","[71.50395778364116, 62.5]"
V20,"[0, 0.45, 1]",4.623618650330579,"[94.3563728598605, 5.643627140139505]","[95.18987341772151, 4.810126582278481]","[69.8252688172043, 73.03370786516854]","[70.2127659574468, 89.47368421052632]"
V20,"[0, 0.5, 1]",4.841115077331149,"[96.51236525047558, 3.487634749524413]","[96.9620253164557, 3.0379746835443036]","[70.17082785808148, 65.45454545454545]","[70.75718015665797, 83.33333333333334]"
V20,"[0, 0.55, 1]",4.0709203849329105,"[96.8294229549778, 3.1705770450221937]","[96.9620253164557, 3.0379746835443036]","[70.07203667321545, 68.0]","[70.75718015665797, 83.33333333333334]"
V20,"[0, 0.6, 1]",2.804368663679271,"[97.14648065948003, 2.8535193405199744]","[96.9620253164557, 3.0379746835443036]","[69.90861618798957, 73.33333333333333]","[70.75718015665797, 83.33333333333334]"
V20,"[0, 0.65, 1]",1.7815673371929979,"[97.4001268230818, 2.599873176918199]","[96.9620253164557, 3.0379746835443036]","[69.79166666666666, 78.04878048780488]","[70.75718015665797, 83.33333333333334]"
V20,"[0, 0.7, 1]",2.295210992067325,"[97.59036144578313, 2.4096385542168677]","[96.9620253164557, 3.0379746835443036]","[69.85055230669266, 76.31578947368422]","[70.75718015665797, 83.33333333333334]"
V20,"[0, 0.75, 1]",1.9957189580603347,"[97.65377298668358, 2.346227013316424]","[97.21518987341771, 2.7848101265822782]","[69.87012987012987, 75.67567567567568]","[70.83333333333334, 81.81818181818183]"
V20,"[0, 0.8, 1]",0.8732596538798129,"[97.90741915028536, 2.092580849714648]","[97.72151898734177, 2.278481012658228]","[69.88341968911918, 75.75757575757575]","[70.98445595854922, 77.77777777777779]"
V20,"[0, 0.85, 1]",1.3291428471965259,"[97.9708306911858, 2.029169308814204]","[98.22784810126582, 1.7721518987341773]","[69.90291262135922, 75.0]","[71.1340206185567, 71.42857142857143]"
V20,"[0, 0.9, 1]",1.3291428471965259,"[97.9708306911858, 2.029169308814204]","[98.22784810126582, 1.7721518987341773]","[69.90291262135922, 75.0]","[71.1340206185567, 71.42857142857143]"
V21,"[0, 0.45, 1]",1.498555119487147,"[59.73367152821814, 40.26632847178186]","[57.974683544303794, 42.025316455696206]","[72.1868365180467, 66.77165354330708]","[73.36244541484717, 68.07228915662651]"
V21,"[0, 0.5, 1]",2.1632937575719478,"[62.016487000634115, 37.983512999365885]","[58.9873417721519, 41.01265822784811]","[72.08588957055214, 66.6110183639399]","[73.39055793991416, 67.90123456790124]"
V21,"[0, 0.55, 1]",2.1123774029819735,"[63.47495244134432, 36.52504755865568]","[60.75949367088608, 39.24050632911392]","[71.72827172827174, 67.01388888888889]","[72.08333333333333, 69.6774193548387]"
V21,"[0, 0.6, 1]",2.4331633216179203,"[65.56753329105898, 34.43246670894103]","[62.53164556962025, 37.46835443037975]","[71.37330754352031, 67.40331491712708]","[71.25506072874494, 70.94594594594594]"
V21,"[0, 0.65, 1]",1.5684407817953723,"[67.53329105897274, 32.466708941027264]","[65.82278481012658, 34.177215189873415]","[70.89201877934272, 68.1640625]","[71.53846153846153, 70.37037037037037]"
V21,"[0, 0.7, 1]",1.477997091444741,"[68.54787571337984, 31.452124286620165]","[66.83544303797468, 33.164556962025316]","[70.58279370952822, 68.75]","[71.5909090909091, 70.22900763358778]"
V21,"[0, 0.75, 1]",1.1104911028926283,"[70.32339885859227, 29.676601141407737]","[69.62025316455697, 30.37974683544304]","[70.69431920649234, 68.37606837606837]","[71.27272727272728, 70.83333333333334]"
V21,"[0, 0.8, 1]",1.1852397283898561,"[73.81103360811667, 26.188966391883323]","[73.16455696202532, 26.83544303797468]","[70.79037800687286, 67.79661016949152]","[71.280276816609, 70.75471698113208]"
V21,"[0, 0.85, 1]",1.075390369231978,"[75.01585288522512, 24.98414711477489]","[75.18987341772151, 24.81012658227848]","[70.75232459847844, 67.76649746192894]","[71.04377104377105, 71.42857142857143]"
V21,"[0, 0.9, 1]",1.920124141685542,"[76.98161065313887, 23.018389346861127]","[75.44303797468355, 24.556962025316455]","[71.00494233937397, 66.66666666666666]","[71.14093959731544, 71.1340206185567]"
V22,"[0, 0.45, 1]",1.7000086015346172,"[3.9315155358275207, 96.06848446417247]","[4.810126582278481, 95.18987341772151]","[77.41935483870968, 69.7029702970297]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.5, 1]",1.8804654844342923,"[4.121750158528852, 95.87824984147116]","[4.810126582278481, 95.18987341772151]","[78.46153846153847, 69.64285714285714]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.55, 1]",1.54003427330958,"[4.185161699429296, 95.8148383005707]","[4.810126582278481, 95.18987341772151]","[77.27272727272727, 69.68894771674388]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.6, 1]",1.269564133515812,"[4.311984781230184, 95.68801521876982]","[4.810126582278481, 95.18987341772151]","[76.47058823529412, 69.71504307488404]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.65, 1]",0.6368036994225106,"[4.438807863031072, 95.56119213696893]","[4.810126582278481, 95.18987341772151]","[74.28571428571429, 69.80756469807564]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.7, 1]",0.43471048619517605,"[4.56563094483196, 95.43436905516805]","[4.810126582278481, 95.18987341772151]","[73.61111111111111, 69.83388704318936]","[73.68421052631578, 71.01063829787235]"
V22,"[0, 0.75, 1]",1.0796929413464964,"[4.629042485732404, 95.3709575142676]","[5.063291139240507, 94.9367088607595]","[72.6027397260274, 69.88031914893617]","[75.0, 70.93333333333334]"
V22,"[0, 0.8, 1]",0.9989506235346748,"[5.009511731135067, 94.99048826886494]","[5.063291139240507, 94.9367088607595]","[72.15189873417721, 69.89319092122831]","[75.0, 70.93333333333334]"
V22,"[0, 0.85, 1]",2.128406024564857,"[7.165504121750159, 92.83449587824984]","[6.8354430379746836, 93.16455696202532]","[74.33628318584071, 69.67213114754098]","[81.48148148148148, 70.38043478260869]"
V22,"[0, 0.9, 1]",2.193671195685808,"[7.736207989854154, 92.26379201014585]","[7.088607594936709, 92.91139240506328]","[75.40983606557377, 69.55326460481099]","[82.14285714285714, 70.29972752043598]"
V23,"[0, 0.45, 1]",2.400442036057091,"[93.72225745085606, 6.2777425491439445]","[94.9367088607595, 5.063291139240507]","[69.75642760487145, 73.73737373737373]","[70.66666666666667, 80.0]"
V23,"[0, 0.5, 1]",2.400442036057091,"[93.72225745085606, 6.2777425491439445]","[94.9367088607595, 5.063291139240507]","[69.75642760487145, 73.73737373737373]","[70.66666666666667, 80.0]"
V23,"[0, 0.55, 1]",2.0370827850941535,"[93.97590361445783, 6.024096385542169]","[94.9367088607595, 5.063291139240507]","[69.70310391363023, 74.73684210526315]","[70.66666666666667, 80.0]"
V23,"[0, 0.6, 1]",1.7302439113779717,"[94.10272669625871, 5.897273303741281]","[95.18987341772151, 4.810126582278481]","[69.6765498652291, 75.26881720430107]","[70.74468085106383, 78.94736842105263]"
V23,"[0, 0.65, 1]",1.792514945101279,"[94.2295497780596, 5.7704502219403935]","[95.18987341772151, 4.810126582278481]","[69.71736204576044, 74.72527472527473]","[70.74468085106383, 78.94736842105263]"
V23,"[0, 0.7, 1]",1.7020330228853318,"[94.54660748256183, 5.453392517438173]","[95.18987341772151, 4.810126582278481]","[69.75184439973172, 74.4186046511628]","[70.74468085106383, 78.94736842105263]"
V23,"[0, 0.75, 1]",1.4998874620561387,"[94.67343056436272, 5.3265694356372855]","[95.18987341772151, 4.810126582278481]","[69.72538513060951, 75.0]","[70.74468085106383, 78.94736842105263]"
V23,"[0, 0.8, 1]",1.1827278019796257,"[94.86366518706404, 5.136334812935954]","[95.44303797468355, 4.556962025316456]","[69.7192513368984, 75.30864197530865]","[70.82228116710876, 77.77777777777779]"
V23,"[0, 0.85, 1]",2.3163308558321596,"[95.18072289156626, 4.819277108433735]","[95.69620253164557, 4.30379746835443]","[69.75349766822119, 75.0]","[70.63492063492063, 82.35294117647058]"
V23,"[0, 0.9, 1]",0.9308049975658758,"[97.20989220038047, 2.7901077996195305]","[97.72151898734177, 2.278481012658228]","[70.0587084148728, 68.18181818181817]","[71.24352331606218, 66.66666666666666]"
V24,"[0, 0.45, 1]",1.1343108635502066,"[48.25618262523779, 51.7438173747622]","[49.36708860759494, 50.63291139240506]","[70.30223390275953, 69.73039215686273]","[70.25641025641025, 72.0]"
V24,"[0, 0.5, 1]",1.3430612192872111,"[49.08053265694357, 50.91946734305643]","[50.63291139240506, 49.36708860759494]","[70.41343669250647, 69.61394769613948]","[70.5, 71.7948717948718]"
V24,"[0, 0.55, 1]",1.2668897813004971,"[49.778059606848444, 50.221940393151556]","[51.13924050632911, 48.860759493670884]","[70.31847133757961, 69.6969696969697]","[70.29702970297029, 72.02072538860104]"
V24,"[0, 0.6, 1]",1.034871975210839,"[50.7292327203551, 49.27076727964489]","[51.64556962025316, 48.35443037974684]","[70.125, 69.88416988416989]","[70.58823529411765, 71.72774869109948]"
V24,"[0, 0.65, 1]",1.0829022087098306,"[51.68040583386176, 48.31959416613824]","[52.65822784810127, 47.34177215189874]","[70.06134969325153, 69.9475065616798]","[70.1923076923077, 72.19251336898395]"
V24,"[0, 0.7, 1]",1.184542763866805,"[52.50475586556753, 47.49524413443247]","[53.67088607594936, 46.32911392405064]","[70.04830917874396, 69.95994659546061]","[70.28301886792453, 72.1311475409836]"
V24,"[0, 0.75, 1]",1.535809111733247,"[53.07545973367153, 46.92454026632847]","[54.936708860759495, 45.063291139240505]","[70.13142174432497, 69.86486486486486]","[70.50691244239631, 71.91011235955057]"
V24,"[0, 0.8, 1]",2.148032437181527,"[53.64616360177552, 46.35383639822448]","[56.708860759493675, 43.291139240506325]","[70.09456264775413, 69.90424076607387]","[70.53571428571429, 71.9298245614035]"
V24,"[0, 0.85, 1]",2.218770591337492,"[57.00697526949905, 42.99302473050095]","[60.0, 40.0]","[70.52280311457174, 69.32153392330383]","[70.46413502109705, 72.15189873417721]"
V24,"[0, 0.9, 1]",2.4801070989351643,"[58.90932149651237, 41.09067850348763]","[62.53164556962025, 37.46835443037975]","[70.50592034445641, 69.29012345679013]","[70.8502024291498, 71.62162162162163]"
V25,"[0, 0.45, 1]",5.914141921574218,"[91.62967660114141, 8.370323398858591]","[91.89873417721519, 8.10126582278481]","[68.85813148788927, 82.57575757575758]","[71.900826446281, 62.5]"
V25,"[0, 0.5, 1]",5.274758348416214,"[91.81991122384274, 8.18008877615726]","[92.15189873417722, 7.848101265822785]","[68.92265193370166, 82.17054263565892]","[71.7032967032967, 64.51612903225806]"
V25,"[0, 0.55, 1]",5.057449902494923,"[92.01014584654406, 7.989854153455929]","[92.15189873417722, 7.848101265822785]","[68.986905582357, 81.74603174603175]","[71.7032967032967, 64.51612903225806]"
V25,"[0, 0.6, 1]",4.819479916175666,"[92.13696892834496, 7.863031071655041]","[93.16455696202532, 6.8354430379746836]","[69.02959394356503, 81.45161290322581]","[71.46739130434783, 66.66666666666666]"
V25,"[0, 0.65, 1]",4.635402558706261,"[92.58084971464807, 7.419150285351934]","[93.67088607594937, 6.329113924050633]","[69.04109589041096, 82.05128205128204]","[71.35135135135135, 68.0]"
V25,"[0, 0.7, 1]",4.175393873824668,"[92.83449587824984, 7.165504121750159]","[93.92405063291139, 6.075949367088607]","[68.98907103825137, 83.1858407079646]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.75, 1]",4.438408926603606,"[93.02473050095116, 6.975269499048826]","[93.92405063291139, 6.075949367088607]","[68.9161554192229, 84.54545454545455]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.8, 1]",4.365963380720018,"[93.08814204185161, 6.911857958148383]","[93.92405063291139, 6.075949367088607]","[68.93732970027247, 84.40366972477065]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.85, 1]",12.513361926702252,"[97.71718452758402, 2.28281547241598]","[98.73417721518987, 1.2658227848101267]","[69.63011031797534, 86.11111111111111]","[71.53846153846153, 40.0]"
V25,"[0, 0.9, 1]",9.180077223306885,"[98.09765377298667, 1.9023462270133165]","[98.9873417721519, 1.0126582278481013]","[69.74789915966386, 83.33333333333334]","[71.35549872122762, 50.0]"
V26,"[0, 0.45, 1]",2.0188992380424193,"[87.82498414711478, 12.175015852885226]","[90.63291139240506, 9.367088607594937]","[69.09747292418773, 76.5625]","[70.6703910614525, 75.67567567567568]"
V26,"[0, 0.5, 1]",2.061086279557995,"[88.07863031071655, 11.92136968928345]","[90.88607594936708, 9.113924050632912]","[69.18646508279338, 76.06382978723404]","[70.75208913649024, 75.0]"
V26,"[0, 0.55, 1]",1.711428495710678,"[88.39568801521877, 11.60431198478123]","[90.88607594936708, 9.113924050632912]","[69.29698708751793, 75.40983606557377]","[70.75208913649024, 75.0]"
V26,"[0, 0.6, 1]",1.6694215991367578,"[88.71274571972098, 11.28725428027901]","[90.88607594936708, 9.113924050632912]","[69.26375982844888, 75.84269662921348]","[70.75208913649024, 75.0]"
V26,"[0, 0.65, 1]",1.3818559278967255,"[88.96639188332276, 11.033608116677234]","[90.88607594936708, 9.113924050632912]","[69.35138987883107, 75.28735632183908]","[70.75208913649024, 75.0]"
V26,"[0, 0.7, 1]",1.9377048105775283,"[89.47368421052632, 10.526315789473683]","[91.89873417721519, 8.10126582278481]","[69.24167257264352, 76.50602409638554]","[70.52341597796143, 78.125]"
V26,"[0, 0.75, 1]",2.0717773918683804,"[89.91756499682943, 10.082435003170577]","[92.40506329113924, 7.59493670886076]","[69.1114245416079, 77.9874213836478]","[70.41095890410959, 80.0]"
V26,"[0, 0.8, 1]",4.251749341037598,"[92.13696892834496, 7.863031071655041]","[95.18987341772151, 4.810126582278481]","[69.3737095664143, 77.41935483870968]","[71.27659574468085, 68.42105263157895]"
V26,"[0, 0.85, 1]",3.829033996663708,"[93.27837666455295, 6.721623335447051]","[95.69620253164557, 4.30379746835443]","[69.34058463630184, 79.24528301886792]","[71.16402116402116, 70.58823529411765]"
V26,"[0, 0.9, 1]",4.745827384001778,"[93.91249207355739, 6.087507926442613]","[96.20253164556962, 3.79746835443038]","[69.41255908170156, 79.16666666666666]","[71.3157894736842, 66.66666666666666]"
V27,"[0, 0.45, 1]",1.0298942231872434,"[50.856055802156, 49.14394419784401]","[49.87341772151899, 50.12658227848101]","[67.33167082294264, 72.7741935483871]","[67.51269035532995, 74.74747474747475]"
V27,"[0, 0.5, 1]",1.3896729264102845,"[52.25110970196576, 47.74889029803424]","[50.63291139240506, 49.36708860759494]","[67.1116504854369, 73.17397078353254]","[67.0, 75.38461538461539]"
V27,"[0, 0.55, 1]",1.5900046764334164,"[53.58275206087508, 46.41724793912492]","[51.64556962025316, 48.35443037974684]","[67.33727810650888, 73.08743169398907]","[67.15686274509804, 75.39267015706807]"
V27,"[0, 0.6, 1]",1.7632320644076138,"[54.470513633481296, 45.529486366518704]","[52.40506329113924, 47.59493670886076]","[67.52037252619326, 72.98050139275766]","[67.14975845410628, 75.53191489361703]"
V27,"[0, 0.65, 1]",1.1675025593053086,"[55.10462904248573, 44.89537095751427]","[53.92405063291139, 46.07594936708861]","[67.54890678941312, 73.0225988700565]","[67.6056338028169, 75.27472527472527]"
V27,"[0, 0.7, 1]",1.6614201186141067,"[56.436271401395054, 43.563728598604946]","[54.936708860759495, 45.063291139240505]","[67.86516853932584, 72.7802037845706]","[67.2811059907834, 75.84269662921348]"
V27,"[0, 0.75, 1]",2.08791180830921,"[58.5288522511097, 41.471147748890296]","[55.949367088607595, 44.050632911392405]","[68.25568797399784, 72.47706422018348]","[67.87330316742081, 75.28735632183908]"
V27,"[0, 0.8, 1]",1.8970444408322447,"[62.52377932783767, 37.476220672162334]","[60.0, 40.0]","[68.96551724137932, 71.74280879864637]","[69.19831223628692, 74.0506329113924]"
V27,"[0, 0.85, 1]",1.311318534687441,"[64.80659480025365, 35.19340519974635]","[63.54430379746835, 36.45569620253165]","[68.59099804305285, 72.61261261261261]","[68.92430278884463, 75.0]"
V27,"[0, 0.9, 1]",1.2623829457793114,"[69.4990488268865, 30.500951173113506]","[68.10126582278481, 31.89873417721519]","[68.88686131386861, 72.55717255717255]","[69.88847583643123, 73.80952380952381]"
V28,"[0, 0.45, 1]",1.2376897430923641,"[76.72796448953709, 23.272035510462903]","[75.44303797468355, 24.556962025316455]","[68.18181818181817, 76.02179836512262]","[69.79865771812081, 75.25773195876289]"
V28,"[0, 0.5, 1]",0.8318121391242732,"[78.12301838934687, 21.87698161065314]","[77.9746835443038, 22.025316455696203]","[68.34415584415584, 75.94202898550725]","[69.15584415584416, 78.16091954022988]"
V28,"[0, 0.55, 1]",0.7575269486184073,"[79.07419150285352, 20.92580849714648]","[78.9873417721519, 21.012658227848103]","[68.32397754611067, 76.36363636363637]","[69.23076923076923, 78.3132530120482]"
V28,"[0, 0.6, 1]",1.0732973656318476,"[79.7717184527584, 20.228281547241597]","[79.49367088607595, 20.506329113924053]","[68.5214626391097, 75.86206896551724]","[69.10828025477707, 79.01234567901234]"
