model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V5,"[0, 0.6, 0.7, 1]",5.005462567388706,"[52.06087507926442, 1.7755231452124285, 46.16360177552315]","[54.43037974683544, 1.7721518987341773, 43.79746835443038]","[64.06820950060902, 78.57142857142857, 76.37362637362637]","[65.11627906976744, 57.14285714285714, 79.1907514450867]"
V5,"[0, 0.7, 0.8, 1]",3.992988172933691,"[53.83639822447685, 2.4096385542168677, 43.75396322130628]","[56.20253164556962, 1.2658227848101267, 42.53164556962025]","[64.54652532391049, 63.1578947368421, 77.10144927536233]","[64.86486486486487, 80.0, 79.16666666666666]"
V5,"[0, 0.8, 0.9, 1]",1.2182446946493295,"[56.24603677869372, 7.545973367152822, 36.20798985415345]","[57.46835443037974, 7.088607594936709, 35.44303797468354]","[64.4870349492672, 76.47058823529412, 77.23292469352015]","[65.19823788546255, 78.57142857142857, 79.28571428571428]"
V5,"[0, 0.45, 0.55, 1]",3.047773067158829,"[49.65123652504756, 1.5852885225110969, 48.76347495244134]","[52.40506329113924, 0.5063291139240507, 47.08860759493671]","[63.85696040868455, 60.0, 76.59297789336802]","[64.73429951690821, 50.0, 78.49462365591397]"
V5,"[0, 0.55, 0.65, 1]",5.032224599421762,"[51.23652504755866, 1.3950538998097652, 47.368421052631575]","[52.911392405063296, 3.0379746835443036, 44.050632911392405]","[63.73762376237624, 86.36363636363636, 76.30522088353415]","[64.5933014354067, 66.66666666666666, 79.3103448275862]"
V5,"[0, 0.65, 0.75, 1]",3.8741327942529393,"[52.63157894736842, 2.599873176918199, 44.76854787571338]","[55.949367088607595, 1.0126582278481013, 43.037974683544306]","[64.33734939759036, 60.97560975609756, 77.19546742209631]","[64.70588235294117, 75.0, 79.41176470588235]"
V5,"[0, 0.75, 0.85, 1]",5.016023931534855,"[55.23145212428662, 2.8535193405199744, 41.91502853519341]","[56.9620253164557, 1.2658227848101267, 41.77215189873418]","[64.17910447761194, 75.55555555555556, 77.3071104387292]","[64.88888888888889, 100.0, 78.78787878787878]"
V5,"[0, 0.85, 0.95, 1]",3.0391439258759725,"[58.08497146480659, 13.379835129993658, 28.53519340519975]","[58.22784810126582, 14.177215189873419, 27.59493670886076]","[64.73799126637554, 73.93364928909952, 78.88888888888889]","[65.65217391304347, 85.71428571428571, 75.22935779816514]"
V5,"[0, 0.4, 0.55, 1]",4.138428297967106,"[48.82688649334179, 2.4096385542168677, 48.76347495244134]","[51.64556962025316, 1.2658227848101267, 47.08860759493671]","[63.76623376623377, 63.1578947368421, 76.59297789336802]","[64.2156862745098, 80.0, 78.49462365591397]"
V5,"[0, 0.55, 0.7, 1]",3.277017538992651,"[51.23652504755866, 2.599873176918199, 46.16360177552315]","[52.911392405063296, 3.2911392405063293, 43.79746835443038]","[63.73762376237624, 80.48780487804879, 76.37362637362637]","[64.5933014354067, 69.23076923076923, 79.1907514450867]"
V5,"[0, 0.7, 0.85, 1]",4.477865937968649,"[53.83639822447685, 4.2485732403297405, 41.91502853519341]","[56.20253164556962, 2.0253164556962027, 41.77215189873418]","[64.54652532391049, 67.16417910447761, 77.3071104387292]","[64.86486486486487, 87.5, 78.78787878787878]"
V5,"[0, 0.85, 1.0, 1]",0.44678404478932754,"[58.08497146480659, 41.91502853519341, 0]","[58.22784810126582, 41.77215189873418, 0]","[64.73799126637554, 77.3071104387292, 0]","[65.65217391304347, 78.78787878787878, 0]"
V5,"[0, 0.45, 0.6, 1]",2.4737078145224927,"[49.65123652504756, 2.4096385542168677, 47.93912492073558]","[52.40506329113924, 2.0253164556962027, 45.56962025316456]","[63.85696040868455, 68.42105263157895, 76.45502645502646]","[64.73429951690821, 75.0, 78.33333333333333]"
V5,"[0, 0.6, 0.75, 1]",2.33389603134775,"[52.06087507926442, 3.1705770450221937, 44.76854787571338]","[54.43037974683544, 2.5316455696202533, 43.037974683544306]","[64.06820950060902, 66.0, 77.19546742209631]","[65.11627906976744, 60.0, 79.41176470588235]"
V5,"[0, 0.75, 0.9, 1]",1.5311138917953655,"[55.23145212428662, 8.560558021559924, 36.20798985415345]","[56.9620253164557, 7.59493670886076, 35.44303797468354]","[64.17910447761194, 77.03703703703704, 77.23292469352015]","[64.88888888888889, 80.0, 79.28571428571428]"
V5,"[0, 0.4, 0.6, 1]",3.525976079699223,"[48.82688649334179, 3.2339885859226376, 47.93912492073558]","[51.64556962025316, 2.7848101265822782, 45.56962025316456]","[63.76623376623377, 68.62745098039215, 76.45502645502646]","[64.2156862745098, 81.81818181818183, 78.33333333333333]"
V5,"[0, 0.6, 0.8, 1]",1.813766554317974,"[52.06087507926442, 4.185161699429296, 43.75396322130628]","[54.43037974683544, 3.0379746835443036, 42.53164556962025]","[64.06820950060902, 69.6969696969697, 77.10144927536233]","[65.11627906976744, 66.66666666666666, 79.16666666666666]"
V5,"[0, 0.8, 1.0, 1]",0.8701759384786207,"[56.24603677869372, 43.75396322130628, 0]","[57.46835443037974, 42.53164556962025, 0]","[64.4870349492672, 77.10144927536233, 0]","[65.19823788546255, 79.16666666666666, 0]"
V5,"[0, 0.45, 0.65, 1]",3.0954584301591126,"[49.65123652504756, 2.9803424223208625, 47.368421052631575]","[52.40506329113924, 3.5443037974683547, 44.050632911392405]","[63.85696040868455, 72.3404255319149, 76.30522088353415]","[64.73429951690821, 64.28571428571429, 79.3103448275862]"
V5,"[0, 0.65, 0.85, 1]",4.794852552179489,"[52.63157894736842, 5.453392517438173, 41.91502853519341]","[55.949367088607595, 2.278481012658228, 41.77215189873418]","[64.33734939759036, 68.6046511627907, 77.3071104387292]","[64.70588235294117, 88.88888888888889, 78.78787878787878]"
V5,"[0, 0.85, 1, 1]",0.44678404478932754,"[58.08497146480659, 41.91502853519341, 0]","[58.22784810126582, 41.77215189873418, 0]","[64.73799126637554, 77.3071104387292, 0]","[65.65217391304347, 78.78787878787878, 0]"
V5,"[0, 0.4, 0.65, 1]",1.8614306845592432,"[48.82688649334179, 3.804692454026633, 47.368421052631575]","[51.64556962025316, 4.30379746835443, 44.050632911392405]","[63.76623376623377, 71.66666666666667, 76.30522088353415]","[64.2156862745098, 70.58823529411765, 79.3103448275862]"
V5,"[0, 0.65, 0.9, 1]",2.528868165075183,"[52.63157894736842, 11.160431198478122, 36.20798985415345]","[55.949367088607595, 8.60759493670886, 35.44303797468354]","[64.33734939759036, 73.29545454545455, 77.23292469352015]","[64.70588235294117, 79.41176470588235, 79.28571428571428]"
V5,"[0, 0.45, 0.7, 1]",2.5437872954122405,"[49.65123652504756, 4.185161699429296, 46.16360177552315]","[52.40506329113924, 3.79746835443038, 43.79746835443038]","[63.85696040868455, 72.72727272727273, 76.37362637362637]","[64.73429951690821, 66.66666666666666, 79.1907514450867]"
V5,"[0, 0.7, 0.95, 1]",3.7242465334137282,"[53.83639822447685, 17.6284083703234, 28.53519340519975]","[56.20253164556962, 16.20253164556962, 27.59493670886076]","[64.54652532391049, 72.3021582733813, 78.88888888888889]","[64.86486486486487, 85.9375, 75.22935779816514]"
V6,"[0, 0.4, 0.45, 1]",16.444945903302713,"[1.5852885225110969, 0.4438807863031071, 97.9708306911858]","[1.0126582278481013, 0.7594936708860759, 98.22784810126582]","[60.0, 85.71428571428571, 70.09708737864078]","[50.0, 0.0, 71.90721649484536]"
V6,"[0, 0.45, 0.5, 1]",13.67903415485795,"[2.029169308814204, 0.4438807863031071, 97.52694990488268]","[1.7721518987341773, 0.7594936708860759, 97.46835443037975]","[65.625, 57.14285714285714, 70.15604681404422]","[28.57142857142857, 100.0, 71.68831168831169]"
V6,"[0, 0.5, 0.55, 1]",16.627172110837844,"[2.4730500951173116, 0.3804692454026633, 97.14648065948003]","[2.5316455696202533, 0.5063291139240507, 96.9620253164557]","[64.1025641025641, 83.33333333333334, 70.10443864229765]","[50.0, 0.0, 72.0626631853786]"
V6,"[0, 0.55, 0.6, 1]",4.591624513612372,"[2.8535193405199744, 0.3804692454026633, 96.76601141407735]","[3.0379746835443036, 0.5063291139240507, 96.45569620253166]","[66.66666666666666, 100.0, 69.98689384010484]","[41.66666666666667, 100.0, 71.91601049868767]"
V6,"[0, 0.6, 0.65, 1]",5.0770331391881065,"[3.2339885859226376, 0.4438807863031071, 96.32213062777424]","[3.5443037974683547, 0.5063291139240507, 95.9493670886076]","[70.58823529411765, 57.14285714285714, 70.04608294930875]","[50.0, 50.0, 72.0316622691293]"
V6,"[0, 0.65, 0.7, 1]",6.740854777152743,"[3.6778693722257447, 0.3804692454026633, 95.94166138237159]","[4.050632911392405, 1.5189873417721518, 94.43037974683544]","[68.96551724137932, 66.66666666666666, 70.05948446794447]","[50.0, 83.33333333333334, 71.84986595174263]"
V6,"[0, 0.7, 0.75, 1]",3.2493395291221576,"[4.058338617628408, 0.4438807863031071, 95.49778059606848]","[5.5696202531645564, 1.0126582278481013, 93.41772151898734]","[68.75, 28.57142857142857, 70.2523240371846]","[59.09090909090909, 25.0, 72.35772357723577]"
V6,"[0, 0.75, 0.8, 1]",8.402601404721644,"[4.502219403931516, 1.3316423589093214, 94.16613823715916]","[6.582278481012659, 0.25316455696202533, 93.16455696202532]","[64.7887323943662, 66.66666666666666, 70.3030303030303]","[53.84615384615385, 100.0, 72.28260869565217]"
V6,"[0, 0.8, 0.85, 1]",2.4607381009175002,"[5.833861762840837, 6.087507926442613, 88.07863031071655]","[6.8354430379746836, 5.822784810126582, 87.34177215189874]","[65.21739130434783, 79.16666666666666, 69.69042476601872]","[55.55555555555556, 78.26086956521739, 71.8840579710145]"
V6,"[0, 0.85, 0.9, 1]",2.366807788270932,"[11.92136968928345, 2.7266962587190866, 85.35193405199747]","[12.658227848101266, 1.2658227848101267, 86.07594936708861]","[72.3404255319149, 62.7906976744186, 69.9108469539376]","[66.0, 60.0, 72.05882352941177]"
V6,"[0, 0.45, 0.5, 1]",13.67903415485795,"[2.029169308814204, 0.4438807863031071, 97.52694990488268]","[1.7721518987341773, 0.7594936708860759, 97.46835443037975]","[65.625, 57.14285714285714, 70.15604681404422]","[28.57142857142857, 100.0, 71.68831168831169]"
V6,"[0, 0.5, 0.55, 1]",16.627172110837844,"[2.4730500951173116, 0.3804692454026633, 97.14648065948003]","[2.5316455696202533, 0.5063291139240507, 96.9620253164557]","[64.1025641025641, 83.33333333333334, 70.10443864229765]","[50.0, 0.0, 72.0626631853786]"
V6,"[0, 0.55, 0.6, 1]",4.591624513612372,"[2.8535193405199744, 0.3804692454026633, 96.76601141407735]","[3.0379746835443036, 0.5063291139240507, 96.45569620253166]","[66.66666666666666, 100.0, 69.98689384010484]","[41.66666666666667, 100.0, 71.91601049868767]"
V6,"[0, 0.6, 0.65, 1]",5.0770331391881065,"[3.2339885859226376, 0.4438807863031071, 96.32213062777424]","[3.5443037974683547, 0.5063291139240507, 95.9493670886076]","[70.58823529411765, 57.14285714285714, 70.04608294930875]","[50.0, 50.0, 72.0316622691293]"
V6,"[0, 0.65, 0.7, 1]",6.740854777152743,"[3.6778693722257447, 0.3804692454026633, 95.94166138237159]","[4.050632911392405, 1.5189873417721518, 94.43037974683544]","[68.96551724137932, 66.66666666666666, 70.05948446794447]","[50.0, 83.33333333333334, 71.84986595174263]"
V6,"[0, 0.7, 0.75, 1]",3.2493395291221576,"[4.058338617628408, 0.4438807863031071, 95.49778059606848]","[5.5696202531645564, 1.0126582278481013, 93.41772151898734]","[68.75, 28.57142857142857, 70.2523240371846]","[59.09090909090909, 25.0, 72.35772357723577]"
V6,"[0, 0.75, 0.8, 1]",8.402601404721644,"[4.502219403931516, 1.3316423589093214, 94.16613823715916]","[6.582278481012659, 0.25316455696202533, 93.16455696202532]","[64.7887323943662, 66.66666666666666, 70.3030303030303]","[53.84615384615385, 100.0, 72.28260869565217]"
V6,"[0, 0.8, 0.85, 1]",2.4607381009175002,"[5.833861762840837, 6.087507926442613, 88.07863031071655]","[6.8354430379746836, 5.822784810126582, 87.34177215189874]","[65.21739130434783, 79.16666666666666, 69.69042476601872]","[55.55555555555556, 78.26086956521739, 71.8840579710145]"
V6,"[0, 0.85, 0.9, 1]",2.366807788270932,"[11.92136968928345, 2.7266962587190866, 85.35193405199747]","[12.658227848101266, 1.2658227848101267, 86.07594936708861]","[72.3404255319149, 62.7906976744186, 69.9108469539376]","[66.0, 60.0, 72.05882352941177]"
V6,"[0, 0.4, 0.5, 1]",5.703881306861795,"[1.5852885225110969, 0.8877615726062142, 97.52694990488268]","[1.0126582278481013, 1.5189873417721518, 97.46835443037975]","[60.0, 71.42857142857143, 70.15604681404422]","[50.0, 50.0, 71.68831168831169]"
V6,"[0, 0.5, 0.6, 1]",9.719829641817501,"[2.4730500951173116, 0.7609384908053266, 96.76601141407735]","[2.5316455696202533, 1.0126582278481013, 96.45569620253166]","[64.1025641025641, 91.66666666666666, 69.98689384010484]","[50.0, 50.0, 71.91601049868767]"
V6,"[0, 0.6, 0.7, 1]",6.477119751754428,"[3.2339885859226376, 0.8243500317057704, 95.94166138237159]","[3.5443037974683547, 2.0253164556962027, 94.43037974683544]","[70.58823529411765, 61.53846153846154, 70.05948446794447]","[50.0, 75.0, 71.84986595174263]"
V6,"[0, 0.7, 0.8, 1]",5.3006816192737025,"[4.058338617628408, 1.7755231452124285, 94.16613823715916]","[5.5696202531645564, 1.2658227848101267, 93.16455696202532]","[68.75, 57.14285714285714, 70.3030303030303]","[59.09090909090909, 40.0, 72.28260869565217]"
V6,"[0, 0.8, 0.9, 1]",2.6933810133759994,"[5.833861762840837, 8.8142041851617, 85.35193405199747]","[6.8354430379746836, 7.088607594936709, 86.07594936708861]","[65.21739130434783, 74.10071942446042, 69.9108469539376]","[55.55555555555556, 75.0, 72.05882352941177]"
V6,"[0, 0.45, 0.55, 1]",8.187585118105053,"[2.029169308814204, 0.8243500317057704, 97.14648065948003]","[1.7721518987341773, 1.2658227848101267, 96.9620253164557]","[65.625, 69.23076923076923, 70.10443864229765]","[28.57142857142857, 60.0, 72.0626631853786]"
V6,"[0, 0.55, 0.65, 1]",4.942363886871795,"[2.8535193405199744, 0.8243500317057704, 96.32213062777424]","[3.0379746835443036, 1.0126582278481013, 95.9493670886076]","[66.66666666666666, 76.92307692307693, 70.04608294930875]","[41.66666666666667, 75.0, 72.0316622691293]"
V6,"[0, 0.65, 0.75, 1]",6.512864796957772,"[3.6778693722257447, 0.8243500317057704, 95.49778059606848]","[4.050632911392405, 2.5316455696202533, 93.41772151898734]","[68.96551724137932, 46.15384615384615, 70.2523240371846]","[50.0, 60.0, 72.35772357723577]"
V6,"[0, 0.75, 0.85, 1]",3.2566532751600237,"[4.502219403931516, 7.419150285351934, 88.07863031071655]","[6.582278481012659, 6.075949367088607, 87.34177215189874]","[64.7887323943662, 76.92307692307693, 69.69042476601872]","[53.84615384615385, 79.16666666666666, 71.8840579710145]"
V6,"[0, 0.85, 0.95, 1]",3.636594564930601,"[11.92136968928345, 11.28725428027901, 76.79137603043755]","[12.658227848101266, 10.886075949367088, 76.45569620253164]","[72.3404255319149, 67.97752808988764, 69.94219653179191]","[66.0, 81.3953488372093, 70.52980132450331]"
V6,"[0, 0.4, 0.55, 1]",8.495399303075933,"[1.5852885225110969, 1.2682308180088777, 97.14648065948003]","[1.0126582278481013, 2.0253164556962027, 96.9620253164557]","[60.0, 75.0, 70.10443864229765]","[50.0, 37.5, 72.0626631853786]"
V6,"[0, 0.55, 0.7, 1]",6.02145570475911,"[2.8535193405199744, 1.2048192771084338, 95.94166138237159]","[3.0379746835443036, 2.5316455696202533, 94.43037974683544]","[66.66666666666666, 73.68421052631578, 70.05948446794447]","[41.66666666666667, 80.0, 71.84986595174263]"
V6,"[0, 0.7, 0.85, 1]",2.9400440572807187,"[4.058338617628408, 7.863031071655041, 88.07863031071655]","[5.5696202531645564, 7.088607594936709, 87.34177215189874]","[68.75, 74.19354838709677, 69.69042476601872]","[59.09090909090909, 71.42857142857143, 71.8840579710145]"
V6,"[0, 0.85, 1.0, 1]",1.667962509091051,"[11.92136968928345, 88.07863031071655, 0]","[12.658227848101266, 87.34177215189874, 0]","[72.3404255319149, 69.69042476601872, 0]","[66.0, 71.8840579710145, 0]"
V6,"[0, 0.45, 0.6, 1]",7.939358387147821,"[2.029169308814204, 1.2048192771084338, 96.76601141407735]","[1.7721518987341773, 1.7721518987341773, 96.45569620253166]","[65.625, 78.94736842105263, 69.98689384010484]","[28.57142857142857, 71.42857142857143, 71.91601049868767]"
V6,"[0, 0.6, 0.75, 1]",5.864514386944077,"[3.2339885859226376, 1.2682308180088777, 95.49778059606848]","[3.5443037974683547, 3.0379746835443036, 93.41772151898734]","[70.58823529411765, 50.0, 70.2523240371846]","[50.0, 58.333333333333336, 72.35772357723577]"
V6,"[0, 0.75, 0.9, 1]",3.5726288122580567,"[4.502219403931516, 10.145846544071022, 85.35193405199747]","[6.582278481012659, 7.341772151898734, 86.07594936708861]","[64.7887323943662, 73.125, 69.9108469539376]","[53.84615384615385, 75.86206896551724, 72.05882352941177]"
V6,"[0, 0.4, 0.6, 1]",7.4107064067051684,"[1.5852885225110969, 1.6487000634115407, 96.76601141407735]","[1.0126582278481013, 2.5316455696202533, 96.45569620253166]","[60.0, 80.76923076923077, 69.98689384010484]","[50.0, 50.0, 71.91601049868767]"
V6,"[0, 0.6, 0.8, 1]",4.595475401602517,"[3.2339885859226376, 2.599873176918199, 94.16613823715916]","[3.5443037974683547, 3.2911392405063293, 93.16455696202532]","[70.58823529411765, 58.536585365853654, 70.3030303030303]","[50.0, 61.53846153846154, 72.28260869565217]"
V6,"[0, 0.8, 1.0, 1]",2.2740961152803063,"[5.833861762840837, 94.16613823715916, 0]","[6.8354430379746836, 93.16455696202532, 0]","[65.21739130434783, 70.3030303030303, 0]","[55.55555555555556, 72.28260869565217, 0]"
V6,"[0, 0.45, 0.65, 1]",7.78482817619029,"[2.029169308814204, 1.6487000634115407, 96.32213062777424]","[1.7721518987341773, 2.278481012658228, 95.9493670886076]","[65.625, 73.07692307692307, 70.04608294930875]","[28.57142857142857, 66.66666666666666, 72.0316622691293]"
V6,"[0, 0.65, 0.85, 1]",3.8249348075764487,"[3.6778693722257447, 8.243500317057704, 88.07863031071655]","[4.050632911392405, 8.60759493670886, 87.34177215189874]","[68.96551724137932, 73.84615384615385, 69.69042476601872]","[50.0, 73.52941176470588, 71.8840579710145]"
V6,"[0, 0.85, 1, 1]",1.667962509091051,"[11.92136968928345, 88.07863031071655, 0]","[12.658227848101266, 87.34177215189874, 0]","[72.3404255319149, 69.69042476601872, 0]","[66.0, 71.8840579710145, 0]"
V6,"[0, 0.4, 0.65, 1]",6.605657124175931,"[1.5852885225110969, 2.092580849714648, 96.32213062777424]","[1.0126582278481013, 3.0379746835443036, 95.9493670886076]","[60.0, 75.75757575757575, 70.04608294930875]","[50.0, 50.0, 72.0316622691293]"
V6,"[0, 0.65, 0.9, 1]",4.000609570714522,"[3.6778693722257447, 10.970196575776791, 85.35193405199747]","[4.050632911392405, 9.873417721518987, 86.07594936708861]","[68.96551724137932, 71.09826589595376, 69.9108469539376]","[50.0, 71.7948717948718, 72.05882352941177]"
V6,"[0, 0.45, 0.7, 1]",7.306480722822545,"[2.029169308814204, 2.029169308814204, 95.94166138237159]","[1.7721518987341773, 3.79746835443038, 94.43037974683544]","[65.625, 71.875, 70.05948446794447]","[28.57142857142857, 73.33333333333333, 71.84986595174263]"
V6,"[0, 0.7, 0.95, 1]",3.3673743967942795,"[4.058338617628408, 19.150285351934052, 76.79137603043755]","[5.5696202531645564, 17.974683544303797, 76.45569620253164]","[68.75, 70.52980132450331, 69.94219653179191]","[59.09090909090909, 77.46478873239437, 70.52980132450331]"
V7,"[0, 0.4, 0.45, 1]",3.399602669899525,"[31.959416613823716, 6.2777425491439445, 61.76284083703234]","[32.65822784810127, 6.075949367088607, 61.26582278481013]","[68.45238095238095, 73.73737373737373, 70.4312114989733]","[75.1937984496124, 83.33333333333334, 67.76859504132231]"
V7,"[0, 0.45, 0.5, 1]",2.929090561834575,"[38.23715916296766, 15.916296766011415, 45.84654407102093]","[38.734177215189874, 16.20253164556962, 45.063291139240505]","[69.32006633499171, 64.5418326693227, 72.47579529737206]","[76.47058823529412, 56.25, 71.91011235955057]"
V7,"[0, 0.5, 0.55, 1]",1.7908569555277276,"[54.15345592897908, 10.145846544071022, 35.7006975269499]","[54.936708860759495, 11.139240506329113, 33.92405063291139]","[67.91569086651053, 67.5, 73.8898756660746]","[70.50691244239631, 63.63636363636363, 74.6268656716418]"
V7,"[0, 0.55, 0.6, 1]",4.70721657225919,"[64.29930247305009, 4.7558655675332915, 30.944831959416614]","[66.07594936708861, 4.556962025316456, 29.367088607594937]","[67.85009861932939, 69.33333333333334, 74.59016393442623]","[69.34865900383141, 50.0, 78.44827586206897]"
V7,"[0, 0.6, 0.65, 1]",4.023992815272746,"[69.05516804058338, 2.28281547241598, 28.662016487000635]","[70.63291139240506, 3.0379746835443036, 26.329113924050635]","[67.95224977043158, 66.66666666666666, 75.22123893805309]","[68.10035842293907, 83.33333333333334, 77.88461538461539]"
V7,"[0, 0.65, 0.7, 1]",4.967451268693072,"[71.33798351299937, 2.219403931515536, 26.442612555485102]","[73.67088607594937, 1.7721518987341773, 24.556962025316455]","[67.91111111111111, 77.14285714285715, 75.0599520383693]","[68.72852233676976, 57.14285714285714, 79.38144329896907]"
V7,"[0, 0.7, 0.75, 1]",8.427805569491946,"[73.5573874445149, 1.7121116043119846, 24.730500951173113]","[75.44303797468355, 1.0126582278481013, 23.544303797468356]","[68.1896551724138, 55.55555555555556, 76.41025641025641]","[68.45637583892618, 100.0, 78.49462365591397]"
V7,"[0, 0.75, 0.8, 1]",1.5913891612271962,"[75.26949904882689, 4.2485732403297405, 20.481927710843372]","[76.45569620253164, 3.0379746835443036, 20.506329113924053]","[67.9022746419545, 79.1044776119403, 75.85139318885449]","[68.87417218543047, 83.33333333333334, 77.77777777777779]"
V7,"[0, 0.8, 0.85, 1]",3.53474702356232,"[79.51807228915662, 2.28281547241598, 18.199112238427396]","[79.49367088607595, 3.2911392405063293, 17.21518987341772]","[68.50079744816587, 75.0, 75.9581881533101]","[69.42675159235668, 92.3076923076923, 75.0]"
V7,"[0, 0.85, 0.9, 1]",6.268265781385906,"[81.80088776157261, 2.4096385542168677, 15.789473684210526]","[82.78481012658227, 2.0253164556962027, 15.18987341772152]","[68.68217054263566, 71.05263157894737, 76.70682730923694]","[70.33639143730886, 100.0, 71.66666666666667]"
V7,"[0, 0.45, 0.5, 1]",2.929090561834575,"[38.23715916296766, 15.916296766011415, 45.84654407102093]","[38.734177215189874, 16.20253164556962, 45.063291139240505]","[69.32006633499171, 64.5418326693227, 72.47579529737206]","[76.47058823529412, 56.25, 71.91011235955057]"
V7,"[0, 0.5, 0.55, 1]",1.7908569555277276,"[54.15345592897908, 10.145846544071022, 35.7006975269499]","[54.936708860759495, 11.139240506329113, 33.92405063291139]","[67.91569086651053, 67.5, 73.8898756660746]","[70.50691244239631, 63.63636363636363, 74.6268656716418]"
V7,"[0, 0.55, 0.6, 1]",4.70721657225919,"[64.29930247305009, 4.7558655675332915, 30.944831959416614]","[66.07594936708861, 4.556962025316456, 29.367088607594937]","[67.85009861932939, 69.33333333333334, 74.59016393442623]","[69.34865900383141, 50.0, 78.44827586206897]"
V7,"[0, 0.6, 0.65, 1]",4.023992815272746,"[69.05516804058338, 2.28281547241598, 28.662016487000635]","[70.63291139240506, 3.0379746835443036, 26.329113924050635]","[67.95224977043158, 66.66666666666666, 75.22123893805309]","[68.10035842293907, 83.33333333333334, 77.88461538461539]"
V7,"[0, 0.65, 0.7, 1]",4.967451268693072,"[71.33798351299937, 2.219403931515536, 26.442612555485102]","[73.67088607594937, 1.7721518987341773, 24.556962025316455]","[67.91111111111111, 77.14285714285715, 75.0599520383693]","[68.72852233676976, 57.14285714285714, 79.38144329896907]"
V7,"[0, 0.7, 0.75, 1]",8.427805569491946,"[73.5573874445149, 1.7121116043119846, 24.730500951173113]","[75.44303797468355, 1.0126582278481013, 23.544303797468356]","[68.1896551724138, 55.55555555555556, 76.41025641025641]","[68.45637583892618, 100.0, 78.49462365591397]"
V7,"[0, 0.75, 0.8, 1]",1.5913891612271962,"[75.26949904882689, 4.2485732403297405, 20.481927710843372]","[76.45569620253164, 3.0379746835443036, 20.506329113924053]","[67.9022746419545, 79.1044776119403, 75.85139318885449]","[68.87417218543047, 83.33333333333334, 77.77777777777779]"
V7,"[0, 0.8, 0.85, 1]",3.53474702356232,"[79.51807228915662, 2.28281547241598, 18.199112238427396]","[79.49367088607595, 3.2911392405063293, 17.21518987341772]","[68.50079744816587, 75.0, 75.9581881533101]","[69.42675159235668, 92.3076923076923, 75.0]"
V7,"[0, 0.85, 0.9, 1]",6.268265781385906,"[81.80088776157261, 2.4096385542168677, 15.789473684210526]","[82.78481012658227, 2.0253164556962027, 15.18987341772152]","[68.68217054263566, 71.05263157894737, 76.70682730923694]","[70.33639143730886, 100.0, 71.66666666666667]"
V7,"[0, 0.4, 0.5, 1]",2.063349967517883,"[31.959416613823716, 22.194039315155358, 45.84654407102093]","[32.65822784810127, 22.278481012658226, 45.063291139240505]","[68.45238095238095, 67.14285714285714, 72.47579529737206]","[75.1937984496124, 63.63636363636363, 71.91011235955057]"
V7,"[0, 0.5, 0.6, 1]",3.0020845392186475,"[54.15345592897908, 14.901712111604311, 30.944831959416614]","[54.936708860759495, 15.69620253164557, 29.367088607594937]","[67.91569086651053, 68.08510638297872, 74.59016393442623]","[70.50691244239631, 59.67741935483871, 78.44827586206897]"
V7,"[0, 0.6, 0.7, 1]",1.6823542640445623,"[69.05516804058338, 4.502219403931516, 26.442612555485102]","[70.63291139240506, 4.810126582278481, 24.556962025316455]","[67.95224977043158, 71.83098591549296, 75.0599520383693]","[68.10035842293907, 73.68421052631578, 79.38144329896907]"
V7,"[0, 0.7, 0.8, 1]",3.528797265003238,"[73.5573874445149, 5.960684844641725, 20.481927710843372]","[75.44303797468355, 4.050632911392405, 20.506329113924053]","[68.1896551724138, 72.3404255319149, 75.85139318885449]","[68.45637583892618, 87.5, 77.77777777777779]"
V7,"[0, 0.8, 0.9, 1]",4.913206731837118,"[79.51807228915662, 4.692454026632848, 15.789473684210526]","[79.49367088607595, 5.3164556962025316, 15.18987341772152]","[68.50079744816587, 72.97297297297297, 76.70682730923694]","[69.42675159235668, 95.23809523809523, 71.66666666666667]"
V7,"[0, 0.45, 0.55, 1]",2.9791628486036146,"[38.23715916296766, 26.062143310082437, 35.7006975269499]","[38.734177215189874, 27.341772151898734, 33.92405063291139]","[69.32006633499171, 65.69343065693431, 73.8898756660746]","[76.47058823529412, 59.25925925925925, 74.6268656716418]"
V7,"[0, 0.55, 0.65, 1]",2.3271461820165795,"[64.29930247305009, 7.038681039949271, 28.662016487000635]","[66.07594936708861, 7.59493670886076, 26.329113924050635]","[67.85009861932939, 68.46846846846847, 75.22123893805309]","[69.34865900383141, 63.33333333333333, 77.88461538461539]"
V7,"[0, 0.65, 0.75, 1]",2.092153473436329,"[71.33798351299937, 3.9315155358275207, 24.730500951173113]","[73.67088607594937, 2.7848101265822782, 23.544303797468356]","[67.91111111111111, 67.74193548387096, 76.41025641025641]","[68.72852233676976, 72.72727272727273, 78.49462365591397]"
V7,"[0, 0.75, 0.85, 1]",2.4387628485957045,"[75.26949904882689, 6.53138871274572, 18.199112238427396]","[76.45569620253164, 6.329113924050633, 17.21518987341772]","[67.9022746419545, 77.66990291262135, 75.9581881533101]","[68.87417218543047, 88.0, 75.0]"
V7,"[0, 0.85, 0.95, 1]",2.52588856887958,"[81.80088776157261, 6.214331008243501, 11.984781230183895]","[82.78481012658227, 5.3164556962025316, 11.89873417721519]","[68.68217054263566, 78.57142857142857, 74.60317460317461]","[70.33639143730886, 85.71428571428571, 70.2127659574468]"
