model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V1,"[0, 0.6, 0.7, 1]",4.415086537286278,"[43.119847812301835, 3.9315155358275207, 52.94863665187064]","[47.34177215189874, 3.0379746835443036, 49.62025316455696]","[70.88235294117648, 72.58064516129032, 69.10179640718563]","[75.40106951871658, 83.33333333333334, 66.3265306122449]"
V1,"[0, 0.7, 0.8, 1]",5.597096654942731,"[47.05136334812936, 4.311984781230184, 48.636651870640456]","[50.37974683544304, 4.556962025316456, 45.063291139240505]","[71.02425876010781, 70.58823529411765, 68.97001303780965]","[75.87939698492463, 50.0, 67.97752808988764]"
V1,"[0, 0.8, 0.9, 1]",2.633368717206096,"[51.363348129359544, 9.32149651236525, 39.315155358275206]","[54.936708860759495, 10.379746835443038, 34.68354430379747]","[70.98765432098766, 69.38775510204081, 68.87096774193549]","[73.73271889400922, 65.85365853658537, 68.61313868613139]"
V1,"[0, 0.45, 0.55, 1]",2.877355912696382,"[37.34939759036144, 3.868103994927077, 58.78249841471148]","[40.75949367088608, 3.5443037974683547, 55.69620253164557]","[70.28862478777589, 73.77049180327869, 69.57928802588997]","[74.53416149068323, 78.57142857142857, 68.18181818181817]"
V1,"[0, 0.55, 0.65, 1]",3.840321352315027,"[41.217501585288524, 3.9315155358275207, 54.85098287888396]","[44.303797468354425, 4.810126582278481, 50.8860759493671]","[70.61538461538461, 75.80645161290323, 69.13294797687861]","[74.85714285714286, 84.21052631578947, 66.66666666666666]"
V1,"[0, 0.65, 0.75, 1]",5.847341499019359,"[45.14901712111604, 4.185161699429296, 50.66582117945466]","[49.11392405063291, 3.0379746835443036, 47.848101265822784]","[71.06741573033707, 71.21212121212122, 68.96120150187734]","[75.77319587628865, 50.0, 67.72486772486772]"
V1,"[0, 0.75, 0.85, 1]",2.254142365496447,"[49.33417882054534, 5.580215599239061, 45.0856055802156]","[52.151898734177216, 7.088607594936709, 40.75949367088608]","[71.0796915167095, 68.18181818181817, 69.05766526019691]","[74.27184466019418, 67.85714285714286, 67.70186335403726]"
V1,"[0, 0.85, 0.95, 1]",3.103349096968773,"[54.914394419784394, 17.94546607482562, 27.140139505389982]","[59.24050632911393, 15.949367088607595, 24.81012658227848]","[70.78521939953811, 69.25795053003534, 68.92523364485982]","[73.50427350427351, 63.49206349206349, 70.40816326530613]"
V1,"[0, 0.4, 0.55, 1]",4.2343025137619845,"[35.38363982244769, 5.833861762840837, 58.78249841471148]","[38.48101265822785, 5.822784810126582, 55.69620253164557]","[70.43010752688173, 71.73913043478261, 69.57928802588997]","[73.02631578947368, 86.95652173913044, 68.18181818181817]"
V1,"[0, 0.55, 0.7, 1]",3.8490134777331373,"[41.217501585288524, 5.833861762840837, 52.94863665187064]","[44.303797468354425, 6.075949367088607, 49.62025316455696]","[70.61538461538461, 73.91304347826086, 69.10179640718563]","[74.85714285714286, 83.33333333333334, 66.3265306122449]"
V1,"[0, 0.7, 0.85, 1]",4.036333776552157,"[47.05136334812936, 7.863031071655041, 45.0856055802156]","[50.37974683544304, 8.860759493670885, 40.75949367088608]","[71.02425876010781, 69.35483870967742, 69.05766526019691]","[75.87939698492463, 60.0, 67.70186335403726]"
V1,"[0, 0.85, 1.0, 1]",2.1211799715923525,"[54.914394419784394, 45.0856055802156, 0]","[59.24050632911393, 40.75949367088608, 0]","[70.78521939953811, 69.05766526019691, 0]","[73.50427350427351, 67.70186335403726, 0]"
V1,"[0, 0.45, 0.6, 1]",3.4613168448854132,"[37.34939759036144, 5.7704502219403935, 56.880152187698165]","[40.75949367088608, 6.582278481012659, 52.65822784810127]","[70.28862478777589, 74.72527472527473, 69.3422519509476]","[74.53416149068323, 80.76923076923077, 67.3076923076923]"
V1,"[0, 0.6, 0.75, 1]",3.9149973147896917,"[43.119847812301835, 6.214331008243501, 50.66582117945466]","[47.34177215189874, 4.810126582278481, 47.848101265822784]","[70.88235294117648, 72.44897959183673, 68.96120150187734]","[75.40106951871658, 63.1578947368421, 67.72486772486772]"
V1,"[0, 0.75, 0.9, 1]",2.7670553233981066,"[49.33417882054534, 11.350665821179454, 39.315155358275206]","[52.151898734177216, 13.164556962025317, 34.68354430379747]","[71.0796915167095, 69.27374301675978, 68.87096774193549]","[74.27184466019418, 65.38461538461539, 68.61313868613139]"
V1,"[0, 0.4, 0.6, 1]",4.306347104532599,"[35.38363982244769, 7.736207989854154, 56.880152187698165]","[38.48101265822785, 8.860759493670885, 52.65822784810127]","[70.43010752688173, 72.95081967213115, 69.3422519509476]","[73.02631578947368, 85.71428571428571, 67.3076923076923]"
V1,"[0, 0.6, 0.8, 1]",3.6933630682973524,"[43.119847812301835, 8.243500317057704, 48.636651870640456]","[47.34177215189874, 7.59493670886076, 45.063291139240505]","[70.88235294117648, 71.53846153846153, 68.97001303780965]","[75.40106951871658, 63.33333333333333, 67.97752808988764]"
V1,"[0, 0.8, 1.0, 1]",1.8140451639572461,"[51.363348129359544, 48.636651870640456, 0]","[54.936708860759495, 45.063291139240505, 0]","[70.98765432098766, 68.97001303780965, 0]","[73.73271889400922, 67.97752808988764, 0]"
V1,"[0, 0.45, 0.65, 1]",3.610510953809199,"[37.34939759036144, 7.7996195307545975, 54.85098287888396]","[40.75949367088608, 8.354430379746836, 50.8860759493671]","[70.28862478777589, 74.79674796747967, 69.13294797687861]","[74.53416149068323, 81.81818181818183, 66.66666666666666]"
V1,"[0, 0.65, 0.85, 1]",3.615720891881626,"[45.14901712111604, 9.765377298668358, 45.0856055802156]","[49.11392405063291, 10.126582278481013, 40.75949367088608]","[71.06741573033707, 69.48051948051948, 69.05766526019691]","[75.77319587628865, 62.5, 67.70186335403726]"
V1,"[0, 0.85, 1, 1]",2.1211799715923525,"[54.914394419784394, 45.0856055802156, 0]","[59.24050632911393, 40.75949367088608, 0]","[70.78521939953811, 69.05766526019691, 0]","[73.50427350427351, 67.70186335403726, 0]"
V1,"[0, 0.4, 0.65, 1]",4.2216609615833285,"[35.38363982244769, 9.765377298668358, 54.85098287888396]","[38.48101265822785, 10.632911392405063, 50.8860759493671]","[70.43010752688173, 73.37662337662337, 69.13294797687861]","[73.02631578947368, 85.71428571428571, 66.66666666666666]"
V1,"[0, 0.65, 0.9, 1]",3.587124946343016,"[45.14901712111604, 15.53582752060875, 39.315155358275206]","[49.11392405063291, 16.20253164556962, 34.68354430379747]","[71.06741573033707, 69.79591836734694, 68.87096774193549]","[75.77319587628865, 62.5, 68.61313868613139]"
V1,"[0, 0.45, 0.7, 1]",3.593955479498601,"[37.34939759036144, 9.701965757767914, 52.94863665187064]","[40.75949367088608, 9.620253164556962, 49.62025316455696]","[70.28862478777589, 73.8562091503268, 69.10179640718563]","[74.53416149068323, 81.57894736842105, 66.3265306122449]"
V1,"[0, 0.7, 0.95, 1]",3.3395676913626833,"[47.05136334812936, 25.808497146480658, 27.140139505389982]","[50.37974683544304, 24.81012658227848, 24.81012658227848]","[71.02425876010781, 69.28746928746928, 68.92523364485982]","[75.87939698492463, 62.244897959183675, 70.40816326530613]"
V2,"[0, 0.4, 0.45, 1]",7.703253680035402,"[52.82181357006975, 1.14140773620799, 46.036778693722255]","[50.8860759493671, 0.7594936708860759, 48.35443037974684]","[67.10684273709484, 72.22222222222221, 73.27823691460054]","[67.16417910447761, 33.33333333333333, 75.91623036649214]"
V2,"[0, 0.45, 0.5, 1]",5.386683468924086,"[53.963221306277745, 0.9511731135066582, 45.0856055802156]","[51.64556962025316, 0.5063291139240507, 47.848101265822784]","[67.21504112808461, 73.33333333333333, 73.27707454289732]","[66.66666666666666, 50.0, 76.19047619047619]"
V2,"[0, 0.5, 0.55, 1]",5.529274610977161,"[54.914394419784394, 1.7121116043119846, 43.373493975903614]","[52.151898734177216, 0.7594936708860759, 47.08860759493671]","[67.32101616628175, 77.77777777777779, 73.09941520467837]","[66.50485436893204, 100.0, 75.80645161290323]"
V2,"[0, 0.55, 0.6, 1]",4.771212458579432,"[56.62650602409639, 1.2682308180088777, 42.10526315789473]","[52.911392405063296, 1.5189873417721518, 45.56962025316456]","[67.63717805151175, 65.0, 73.3433734939759]","[66.98564593301435, 83.33333333333334, 75.55555555555556]"
V2,"[0, 0.6, 0.65, 1]",4.979456654437101,"[57.89473684210527, 0.9511731135066582, 41.154090044388084]","[54.43037974683544, 1.2658227848101267, 44.303797468354425]","[67.57940854326397, 80.0, 73.18952234206472]","[67.44186046511628, 60.0, 76.0]"
V2,"[0, 0.65, 0.7, 1]",3.8326073278144523,"[58.845909955611916, 1.7121116043119846, 39.44197844007609]","[55.69620253164557, 0.7594936708860759, 43.54430379746835]","[67.78017241379311, 77.77777777777779, 72.9903536977492]","[67.27272727272727, 66.66666666666666, 76.16279069767442]"
V2,"[0, 0.7, 0.75, 1]",3.831542386207257,"[60.5580215599239, 2.28281547241598, 37.159162967660116]","[56.45569620253165, 1.7721518987341773, 41.77215189873418]","[68.06282722513089, 80.55555555555556, 72.52559726962457]","[67.2645739910314, 71.42857142857143, 76.36363636363637]"
V2,"[0, 0.75, 0.8, 1]",3.271186168958909,"[62.84083703233989, 2.6632847178186427, 34.495878249841475]","[58.22784810126582, 3.0379746835443036, 38.734177215189874]","[68.51664984863774, 71.42857142857143, 72.61029411764706]","[67.3913043478261, 66.66666666666666, 77.12418300653596]"
V2,"[0, 0.8, 0.85, 1]",4.829727366243366,"[65.50412175015853, 4.438807863031072, 30.0570703868104]","[61.26582278481013, 7.341772151898734, 31.39240506329114]","[68.6350435624395, 65.71428571428571, 73.62869198312237]","[67.35537190082644, 82.75862068965517, 75.80645161290323]"
V2,"[0, 0.85, 0.9, 1]",5.007930785601102,"[69.94292961318959, 4.438807863031072, 25.61826252377933]","[68.60759493670886, 3.79746835443038, 27.59493670886076]","[68.44968268359021, 67.14285714285714, 74.75247524752476]","[69.00369003690037, 46.666666666666664, 79.81651376146789]"
V2,"[0, 0.45, 0.5, 1]",5.386683468924086,"[53.963221306277745, 0.9511731135066582, 45.0856055802156]","[51.64556962025316, 0.5063291139240507, 47.848101265822784]","[67.21504112808461, 73.33333333333333, 73.27707454289732]","[66.66666666666666, 50.0, 76.19047619047619]"
V2,"[0, 0.5, 0.55, 1]",5.529274610977161,"[54.914394419784394, 1.7121116043119846, 43.373493975903614]","[52.151898734177216, 0.7594936708860759, 47.08860759493671]","[67.32101616628175, 77.77777777777779, 73.09941520467837]","[66.50485436893204, 100.0, 75.80645161290323]"
V2,"[0, 0.55, 0.6, 1]",4.771212458579432,"[56.62650602409639, 1.2682308180088777, 42.10526315789473]","[52.911392405063296, 1.5189873417721518, 45.56962025316456]","[67.63717805151175, 65.0, 73.3433734939759]","[66.98564593301435, 83.33333333333334, 75.55555555555556]"
V2,"[0, 0.6, 0.65, 1]",4.979456654437101,"[57.89473684210527, 0.9511731135066582, 41.154090044388084]","[54.43037974683544, 1.2658227848101267, 44.303797468354425]","[67.57940854326397, 80.0, 73.18952234206472]","[67.44186046511628, 60.0, 76.0]"
V2,"[0, 0.65, 0.7, 1]",3.8326073278144523,"[58.845909955611916, 1.7121116043119846, 39.44197844007609]","[55.69620253164557, 0.7594936708860759, 43.54430379746835]","[67.78017241379311, 77.77777777777779, 72.9903536977492]","[67.27272727272727, 66.66666666666666, 76.16279069767442]"
V2,"[0, 0.7, 0.75, 1]",3.831542386207257,"[60.5580215599239, 2.28281547241598, 37.159162967660116]","[56.45569620253165, 1.7721518987341773, 41.77215189873418]","[68.06282722513089, 80.55555555555556, 72.52559726962457]","[67.2645739910314, 71.42857142857143, 76.36363636363637]"
V2,"[0, 0.75, 0.8, 1]",3.271186168958909,"[62.84083703233989, 2.6632847178186427, 34.495878249841475]","[58.22784810126582, 3.0379746835443036, 38.734177215189874]","[68.51664984863774, 71.42857142857143, 72.61029411764706]","[67.3913043478261, 66.66666666666666, 77.12418300653596]"
V2,"[0, 0.8, 0.85, 1]",4.829727366243366,"[65.50412175015853, 4.438807863031072, 30.0570703868104]","[61.26582278481013, 7.341772151898734, 31.39240506329114]","[68.6350435624395, 65.71428571428571, 73.62869198312237]","[67.35537190082644, 82.75862068965517, 75.80645161290323]"
V2,"[0, 0.85, 0.9, 1]",5.007930785601102,"[69.94292961318959, 4.438807863031072, 25.61826252377933]","[68.60759493670886, 3.79746835443038, 27.59493670886076]","[68.44968268359021, 67.14285714285714, 74.75247524752476]","[69.00369003690037, 46.666666666666664, 79.81651376146789]"
V2,"[0, 0.4, 0.5, 1]",6.870500352241455,"[52.82181357006975, 2.092580849714648, 45.0856055802156]","[50.8860759493671, 1.2658227848101267, 47.848101265822784]","[67.10684273709484, 72.72727272727273, 73.27707454289732]","[67.16417910447761, 40.0, 76.19047619047619]"
V2,"[0, 0.5, 0.6, 1]",4.417586901073831,"[54.914394419784394, 2.9803424223208625, 42.10526315789473]","[52.151898734177216, 2.278481012658228, 45.56962025316456]","[67.32101616628175, 72.3404255319149, 73.3433734939759]","[66.50485436893204, 88.88888888888889, 75.55555555555556]"
V2,"[0, 0.6, 0.7, 1]",4.597677394047668,"[57.89473684210527, 2.6632847178186427, 39.44197844007609]","[54.43037974683544, 2.0253164556962027, 43.54430379746835]","[67.57940854326397, 78.57142857142857, 72.9903536977492]","[67.44186046511628, 62.5, 76.16279069767442]"
V2,"[0, 0.7, 0.8, 1]",3.501452177188646,"[60.5580215599239, 4.946100190234623, 34.495878249841475]","[56.45569620253165, 4.810126582278481, 38.734177215189874]","[68.06282722513089, 75.64102564102564, 72.61029411764706]","[67.2645739910314, 68.42105263157895, 77.12418300653596]"
V2,"[0, 0.8, 0.9, 1]",3.141047022037837,"[65.50412175015853, 8.877615726062144, 25.61826252377933]","[61.26582278481013, 11.139240506329113, 27.59493670886076]","[68.6350435624395, 66.42857142857143, 74.75247524752476]","[67.35537190082644, 70.45454545454545, 79.81651376146789]"
V2,"[0, 0.45, 0.55, 1]",2.4158603195388038,"[53.963221306277745, 2.6632847178186427, 43.373493975903614]","[51.64556962025316, 1.2658227848101267, 47.08860759493671]","[67.21504112808461, 76.19047619047619, 73.09941520467837]","[66.66666666666666, 80.0, 75.80645161290323]"
V2,"[0, 0.55, 0.65, 1]",2.0318230522000276,"[56.62650602409639, 2.219403931515536, 41.154090044388084]","[52.911392405063296, 2.7848101265822782, 44.303797468354425]","[67.63717805151175, 71.42857142857143, 73.18952234206472]","[66.98564593301435, 72.72727272727273, 76.0]"
V2,"[0, 0.65, 0.75, 1]",3.82275691038419,"[58.845909955611916, 3.9949270767279645, 37.159162967660116]","[55.69620253164557, 2.5316455696202533, 41.77215189873418]","[67.78017241379311, 79.36507936507937, 72.52559726962457]","[67.27272727272727, 70.0, 76.36363636363637]"
V2,"[0, 0.75, 0.85, 1]",3.7867867705671108,"[62.84083703233989, 7.102092580849714, 30.0570703868104]","[58.22784810126582, 10.379746835443038, 31.39240506329114]","[68.51664984863774, 67.85714285714286, 73.62869198312237]","[67.3913043478261, 78.04878048780488, 75.80645161290323]"
V2,"[0, 0.85, 0.95, 1]",1.910832004349676,"[69.94292961318959, 11.477488902980342, 18.579581483830058]","[68.60759493670886, 9.113924050632912, 22.278481012658226]","[68.44968268359021, 74.58563535911603, 73.03754266211604]","[69.00369003690037, 75.0, 76.13636363636364]"
V2,"[0, 0.4, 0.55, 1]",3.7824333356123034,"[52.82181357006975, 3.804692454026633, 43.373493975903614]","[50.8860759493671, 2.0253164556962027, 47.08860759493671]","[67.10684273709484, 75.0, 73.09941520467837]","[67.16417910447761, 62.5, 75.80645161290323]"
V2,"[0, 0.55, 0.7, 1]",2.4655994652887476,"[56.62650602409639, 3.9315155358275207, 39.44197844007609]","[52.911392405063296, 3.5443037974683547, 43.54430379746835]","[67.63717805151175, 74.19354838709677, 72.9903536977492]","[66.98564593301435, 71.42857142857143, 76.16279069767442]"
V2,"[0, 0.7, 0.85, 1]",2.886341827675379,"[60.5580215599239, 9.384908053265695, 30.0570703868104]","[56.45569620253165, 12.151898734177214, 31.39240506329114]","[68.06282722513089, 70.94594594594594, 73.62869198312237]","[67.2645739910314, 77.08333333333334, 75.80645161290323]"
V2,"[0, 0.85, 1.0, 1]",0.9004060560087481,"[69.94292961318959, 30.0570703868104, 0]","[68.60759493670886, 31.39240506329114, 0]","[68.44968268359021, 73.62869198312237, 0]","[69.00369003690037, 75.80645161290323, 0]"
V2,"[0, 0.45, 0.6, 1]",3.15446789507146,"[53.963221306277745, 3.9315155358275207, 42.10526315789473]","[51.64556962025316, 2.7848101265822782, 45.56962025316456]","[67.21504112808461, 72.58064516129032, 73.3433734939759]","[66.66666666666666, 81.81818181818183, 75.55555555555556]"
V2,"[0, 0.6, 0.75, 1]",4.337012975803409,"[57.89473684210527, 4.946100190234623, 37.159162967660116]","[54.43037974683544, 3.79746835443038, 41.77215189873418]","[67.57940854326397, 79.48717948717949, 72.52559726962457]","[67.44186046511628, 66.66666666666666, 76.36363636363637]"
V2,"[0, 0.75, 0.9, 1]",2.9126335728904102,"[62.84083703233989, 11.540900443880787, 25.61826252377933]","[58.22784810126582, 14.177215189873419, 27.59493670886076]","[68.51664984863774, 67.58241758241759, 74.75247524752476]","[67.3913043478261, 69.64285714285714, 79.81651376146789]"
V2,"[0, 0.4, 0.6, 1]",1.7116101984884389,"[52.82181357006975, 5.072923272035511, 42.10526315789473]","[50.8860759493671, 3.5443037974683547, 45.56962025316456]","[67.10684273709484, 72.5, 73.3433734939759]","[67.16417910447761, 71.42857142857143, 75.55555555555556]"
V2,"[0, 0.6, 0.8, 1]",3.854672482955568,"[57.89473684210527, 7.609384908053266, 34.495878249841475]","[54.43037974683544, 6.8354430379746836, 38.734177215189874]","[67.57940854326397, 76.66666666666667, 72.61029411764706]","[67.44186046511628, 66.66666666666666, 77.12418300653596]"
V2,"[0, 0.8, 1.0, 1]",2.378359746866461,"[65.50412175015853, 34.495878249841475, 0]","[61.26582278481013, 38.734177215189874, 0]","[68.6350435624395, 72.61029411764706, 0]","[67.35537190082644, 77.12418300653596, 0]"
V2,"[0, 0.45, 0.65, 1]",1.7720488235519842,"[53.963221306277745, 4.882688649334179, 41.154090044388084]","[51.64556962025316, 4.050632911392405, 44.303797468354425]","[67.21504112808461, 74.02597402597402, 73.18952234206472]","[66.66666666666666, 75.0, 76.0]"
V2,"[0, 0.65, 0.85, 1]",2.242534642345588,"[58.845909955611916, 11.097019657577679, 30.0570703868104]","[55.69620253164557, 12.91139240506329, 31.39240506329114]","[67.78017241379311, 72.0, 73.62869198312237]","[67.27272727272727, 76.47058823529412, 75.80645161290323]"
V2,"[0, 0.85, 1, 1]",0.9004060560087481,"[69.94292961318959, 30.0570703868104, 0]","[68.60759493670886, 31.39240506329114, 0]","[68.44968268359021, 73.62869198312237, 0]","[69.00369003690037, 75.80645161290323, 0]"
V2,"[0, 0.4, 0.65, 1]",2.405064461331262,"[52.82181357006975, 6.024096385542169, 41.154090044388084]","[50.8860759493671, 4.810126582278481, 44.303797468354425]","[67.10684273709484, 73.68421052631578, 73.18952234206472]","[67.16417910447761, 68.42105263157895, 76.0]"
V2,"[0, 0.65, 0.9, 1]",2.1310289506551934,"[58.845909955611916, 15.53582752060875, 25.61826252377933]","[55.69620253164557, 16.70886075949367, 27.59493670886076]","[67.78017241379311, 70.61224489795919, 74.75247524752476]","[67.27272727272727, 69.6969696969697, 79.81651376146789]"
V2,"[0, 0.45, 0.7, 1]",2.206875274968653,"[53.963221306277745, 6.594800253646163, 39.44197844007609]","[51.64556962025316, 4.810126582278481, 43.54430379746835]","[67.21504112808461, 75.0, 72.9903536977492]","[66.66666666666666, 73.68421052631578, 76.16279069767442]"
V2,"[0, 0.7, 0.95, 1]",2.557312141021764,"[60.5580215599239, 20.862396956246037, 18.579581483830058]","[56.45569620253165, 21.265822784810126, 22.278481012658226]","[68.06282722513089, 72.94832826747721, 73.03754266211604]","[67.2645739910314, 76.19047619047619, 76.13636363636364]"
V3,"[0, 0.4, 0.45, 1]",4.778806275505793,"[79.2010145846544, 1.9657577679137603, 18.833227647431833]","[81.26582278481013, 0.5063291139240507, 18.227848101265824]","[69.49559647718175, 67.74193548387096, 72.39057239057239]","[69.47040498442367, 50.0, 79.16666666666666]"
V3,"[0, 0.45, 0.5, 1]",3.7531170512350878,"[81.16677235256817, 2.029169308814204, 16.80405833861763]","[81.77215189873418, 2.5316455696202533, 15.69620253164557]","[69.453125, 65.625, 73.20754716981132]","[69.3498452012384, 80.0, 79.03225806451613]"
V3,"[0, 0.5, 0.55, 1]",4.958781496856217,"[83.19594166138236, 3.2339885859226376, 13.570069752694991]","[84.30379746835443, 2.0253164556962027, 13.670886075949367]","[69.35975609756098, 76.47058823529412, 72.42990654205607]","[69.66966966966966, 100.0, 75.92592592592592]"
V3,"[0, 0.55, 0.6, 1]",1.811837191423912,"[86.42993024730501, 2.219403931515536, 11.350665821179454]","[86.32911392405063, 2.278481012658228, 11.39240506329114]","[69.62582538517975, 71.42857142857143, 72.62569832402235]","[70.38123167155426, 66.66666666666666, 77.77777777777779]"
V3,"[0, 0.6, 0.65, 1]",7.344962723764104,"[88.64933417882055, 1.6487000634115407, 9.701965757767914]","[88.60759493670885, 1.5189873417721518, 9.873417721518987]","[69.67095851216023, 57.692307692307686, 75.16339869281046]","[70.28571428571428, 100.0, 74.35897435897436]"
V3,"[0, 0.65, 0.7, 1]",2.5089892355396457,"[90.29803424223208, 1.4584654407102093, 8.243500317057704]","[90.12658227848101, 0.7594936708860759, 9.113924050632912]","[69.45224719101124, 78.26086956521739, 74.61538461538461]","[70.78651685393258, 66.66666666666666, 75.0]"
V3,"[0, 0.7, 0.75, 1]",4.063621923864294,"[91.75649968294229, 1.14140773620799, 7.102092580849714]","[90.88607594936708, 1.2658227848101267, 7.848101265822785]","[69.5922598479613, 61.111111111111114, 76.78571428571429]","[70.75208913649024, 80.0, 74.19354838709677]"
