model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V5,"[0, 0.5, 1]",1.8214021584933349,"[48.00253646163602, 51.99746353836399]","[46.835443037974684, 53.16455696202531]","[70.67371202113605, 69.39024390243902]","[69.1891891891892, 72.85714285714285]"
V5,"[0, 0.55, 1]",1.5220491927499218,"[48.129359543436905, 51.8706404565631]","[47.34177215189874, 52.65822784810127]","[70.7509881422925, 69.31540342298288]","[69.5187165775401, 72.59615384615384]"
V5,"[0, 0.6, 1]",1.4102224612823413,"[48.636651870640456, 51.363348129359544]","[47.59493670886076, 52.40506329113924]","[70.40417209908736, 69.62962962962963]","[69.68085106382979, 72.46376811594203]"
V5,"[0, 0.65, 1]",1.4890165407507485,"[49.14394419784401, 50.856055802156]","[47.848101265822784, 52.151898734177216]","[70.45161290322581, 69.57605985037407]","[69.84126984126983, 72.33009708737865]"
V5,"[0, 0.7, 1]",1.365045941926608,"[49.39759036144578, 50.602409638554214]","[48.10126582278481, 51.89873417721519]","[70.34659820282413, 69.67418546365914]","[70.0, 72.1951219512195]"
V5,"[0, 0.75, 1]",1.3076381440795064,"[49.90488268864933, 50.09511731135067]","[48.60759493670886, 51.392405063291136]","[70.52096569250318, 69.49367088607595]","[70.3125, 71.92118226600985]"
V5,"[0, 0.8, 1]",1.4036864977945989,"[54.85098287888396, 45.14901712111604]","[53.67088607594936, 46.32911392405064]","[71.5606936416185, 68.1179775280899]","[71.22641509433963, 71.03825136612022]"
V5,"[0, 0.85, 1]",1.1437903356259334,"[55.10462904248573, 44.89537095751427]","[54.177215189873415, 45.822784810126585]","[71.5765247410817, 68.07909604519774]","[71.49532710280374, 70.71823204419888]"
V5,"[0, 0.9, 1]",1.217774996207524,"[55.86556753329106, 44.13443246670894]","[54.68354430379747, 45.31645569620253]","[71.3961407491487, 68.24712643678161]","[71.75925925925925, 70.39106145251397]"
V6,"[0, 0.45, 1]",5.502435879690657,"[31.0716550412175, 68.92834495878249]","[35.189873417721515, 64.81012658227849]","[67.3469387755102, 71.20515179392825]","[59.71223021582733, 77.34375]"
V6,"[0, 0.5, 1]",5.264110742913793,"[32.466708941027264, 67.53329105897274]","[36.20253164556962, 63.79746835443038]","[66.796875, 71.54929577464789]","[59.44055944055944, 77.77777777777779]"
V6,"[0, 0.55, 1]",4.680856054639346,"[34.812935954343686, 65.18706404565631]","[37.21518987341772, 62.78481012658228]","[66.66666666666666, 71.78988326848248]","[59.183673469387756, 78.2258064516129]"
V6,"[0, 0.6, 1]",4.307943294232373,"[38.99809765377299, 61.00190234622701]","[40.75949367088608, 59.24050632911393]","[67.15447154471545, 71.82952182952182]","[60.24844720496895, 78.63247863247864]"
V6,"[0, 0.65, 1]",3.8601568587156603,"[42.80279010779962, 57.197209892200384]","[45.063291139240505, 54.936708860759495]","[67.11111111111111, 72.1729490022173]","[62.35955056179775, 78.3410138248848]"
V6,"[0, 0.7, 1]",3.1367384277327073,"[47.558655675332915, 52.44134432466709]","[48.60759493670886, 51.392405063291136]","[67.73333333333333, 72.0677146311971]","[63.541666666666664, 78.32512315270937]"
V6,"[0, 0.75, 1]",2.2287812898685786,"[56.436271401395054, 43.563728598604946]","[58.48101265822785, 41.51898734177215]","[67.41573033707866, 73.36244541484717]","[66.66666666666666, 77.4390243902439]"
V6,"[0, 0.8, 1]",2.0688640022103364,"[64.04565630944832, 35.95434369055168]","[66.07594936708861, 33.92405063291139]","[68.8118811881188, 72.13403880070547]","[68.5823754789272, 76.11940298507463]"
V6,"[0, 0.85, 1]",2.0576715231395335,"[66.26506024096386, 33.734939759036145]","[68.60759493670886, 31.39240506329114]","[68.70813397129186, 72.55639097744361]","[69.00369003690037, 75.80645161290323]"
V6,"[0, 0.9, 1]",1.606354097256542,"[68.99175649968295, 31.008243500317057]","[70.37974683544303, 29.620253164556964]","[69.20955882352942, 71.77914110429448]","[69.42446043165468, 75.21367521367522]"
V7,"[0, 0.45, 1]",0.9327274454394505,"[56.18262523779328, 43.817374762206725]","[56.9620253164557, 43.037974683544306]","[68.62302483069978, 71.78002894356005]","[70.22222222222221, 72.35294117647058]"
V7,"[0, 0.5, 1]",1.040148683599753,"[66.70894102726696, 33.29105897273304]","[66.32911392405063, 33.67088607594937]","[69.10646387832699, 71.80952380952381]","[69.08396946564885, 75.18796992481202]"
V7,"[0, 0.55, 1]",1.614325650255644,"[84.9714648065948, 15.0285351934052]","[84.55696202531645, 15.443037974683543]","[69.40298507462687, 73.41772151898735]","[69.76047904191617, 78.68852459016394]"
V7,"[0, 0.6, 1]",1.7092995780350404,"[85.28852251109701, 14.711477488902979]","[84.55696202531645, 15.443037974683543]","[69.36802973977694, 73.70689655172413]","[69.76047904191617, 78.68852459016394]"
V7,"[0, 0.65, 1]",1.7733528628449569,"[85.79581483830057, 14.204185161699428]","[84.81012658227847, 15.18987341772152]","[69.40133037694012, 73.66071428571429]","[69.85074626865672, 78.33333333333333]"
V7,"[0, 0.7, 1]",1.9677574085689766,"[86.30310716550412, 13.696892834495877]","[85.56962025316456, 14.430379746835442]","[69.28728875826599, 74.53703703703704]","[69.5266272189349, 80.7017543859649]"
V7,"[0, 0.75, 1]",1.8784837668253305,"[86.74698795180723, 13.253012048192772]","[86.07594936708861, 13.924050632911392]","[69.37134502923976, 74.16267942583733]","[69.70588235294117, 80.0]"
V7,"[0, 0.8, 1]",1.5795262201758997,"[87.31769181991123, 12.682308180088775]","[86.58227848101265, 13.41772151898734]","[69.28104575163398, 75.0]","[69.88304093567251, 79.24528301886792]"
V7,"[0, 0.85, 1]",2.2593602677101776,"[91.88332276474318, 8.116677235256816]","[91.39240506329114, 8.60759493670886]","[69.84126984126983, 71.875]","[70.3601108033241, 79.41176470588235]"
V7,"[0, 0.9, 1]",2.479000652631555,"[92.39061509194674, 7.609384908053266]","[92.15189873417722, 7.848101265822785]","[69.86959505833906, 71.66666666666667]","[70.32967032967034, 80.64516129032258]"
V8,"[0, 0.45, 1]",1.810083969884857,"[82.49841471147748, 17.501585288522513]","[84.55696202531645, 15.443037974683543]","[69.25441967717141, 73.55072463768117]","[70.95808383233533, 72.1311475409836]"
V8,"[0, 0.5, 1]",1.8027319101493422,"[83.3861762840837, 16.613823715916297]","[85.31645569620252, 14.683544303797468]","[69.20152091254754, 74.04580152671755]","[70.91988130563797, 72.41379310344827]"
V8,"[0, 0.55, 1]",2.24037397240818,"[84.08370323398859, 15.916296766011415]","[85.82278481012658, 14.177215189873419]","[69.07993966817496, 74.9003984063745]","[71.09144542772862, 71.42857142857143]"
